Film Title,Date,Genre,Language,Length,URL
Camping car (R.V. : Runaway Vacation),19 juillet 2006,Aventure,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=5408
Camping à la ferme,29 juin 2005,Comédie,French,1h32min,http://protect.megaupload-torrent.com/index.php?id=2379
Camping 2,21 avril 2010,Comédie,French,1h39min,http://protect.megaupload-torrent.com/index.php?id=3634
Camping,26 avril 2006,Comédie,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=5404
camp rock 2,29 septembre 2010,Comédie,French,1h00min,http://protect.megaupload-torrent.com/index.php?id=3274
Camp rock,01h34min,Musical,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=4484
Camp blood,1999,Epouvante-horreur,French,1h13min,http://protect.megaupload-torrent.com/index.php?id=7428
Camion,2012,Action,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=9442
Camille Redouble,2012,Comédie,French,1h55min,http://protect.megaupload-torrent.com/index.php?id=9563
"Camille Claudel, 1915",13 mars 2013,Divers,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=10300
Calvin et Tyco  (Life is Ruff ),2005,Divers,French,1h24min,http://protect.megaupload-torrent.com/index.php?id=6745
Calvaire,16 mars 2005,Epouvante-horreur,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=5888
Calme Blanc (Dead Calm),23 août 1989,Epouvante-horreur,French,1h37min,http://protect.megaupload-torrent.com/index.php?id=3144
Callas forever,18 septembre 2002,Drame,French,1h50min,http://protect.megaupload-torrent.com/index.php?id=748
Call of the wild 3D,2009,Divers,French,1h26min,http://protect.megaupload-torrent.com/index.php?id=8223
Caligula,2 juillet 1980,Drame,French,2h15min,http://protect.megaupload-torrent.com/index.php?id=4557
Calibre 9,2012,Thriller,French,1H20min,http://protect.megaupload-torrent.com/index.php?id=9346
Calibre 45,2006,Drame,French,1h41min,http://protect.megaupload-torrent.com/index.php?id=7004
Calendar Girls,31 décembre 2003,Comédie,French,1h48min,http://protect.megaupload-torrent.com/index.php?id=5633
Calculs meurtriers (Murder by numbers),5 juin 2002,Policier,French,1h58min,http://protect.megaupload-torrent.com/index.php?id=3143
Cairo Time,,Drame,French,,http://protect.megaupload-torrent.com/index.php?id=1955
Cages,26 novembre 2008,Romance,French,1h26min,http://protect.megaupload-torrent.com/index.php?id=4541
Cage 2,1994,Divers,French,1h46min,http://protect.megaupload-torrent.com/index.php?id=4543
Cage,1989,Action,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=4542
Café de Flore,25 janvier 2012,Drame,French,2h00min,http://protect.megaupload-torrent.com/index.php?id=8608
Cadillac Records,2008,Musical,French,1h49min,http://protect.megaupload-torrent.com/index.php?id=3574
Cadillac man,1990,Comédie,French,1h37min,http://protect.megaupload-torrent.com/index.php?id=1961
Cadet Kelly,,Comédie,French,1h41min,http://protect.megaupload-torrent.com/index.php?id=2610
Cadence de Combat (No Holds Barred),1989,Divers,French,1h33min,http://protect.megaupload-torrent.com/index.php?id=4462
Cadence,15 juillet 1992,Drame,French,1h37min,http://protect.megaupload-torrent.com/index.php?id=4460
Cadeau du ciel,31 août 2005,Comédie,French,1h52min,http://protect.megaupload-torrent.com/index.php?id=1411
Cadavres exquis (Cadaveri eccellenti),1975,Divers,French,1h56min),http://protect.megaupload-torrent.com/index.php?id=8309
Cadavres à la Pelle (Burke and Hare),31 août 2011,Comédie,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=7433
Cadavres,2009,Divers,French,1h57min,http://protect.megaupload-torrent.com/index.php?id=8222
Cactus Jack (The Villain),1979,Comédie,French,1h29min,http://protect.megaupload-torrent.com/index.php?id=4998
Caché,5 octobre 2005,Thriller,French,1h55min,http://protect.megaupload-torrent.com/index.php?id=918
Cabotins,2009,Comédie,French,1h40,http://protect.megaupload-torrent.com/index.php?id=8221
Cabin Fever 2,,Sience fiction,French,1h27min,http://protect.megaupload-torrent.com/index.php?id=1152
Cabin Fever,25 août 2004,Epouvante-horreur,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=461
Cabaret Paradis,12 avril 2006,Comédie,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=5857
Ca se soigne,6 février 2008,Comédie,French,1h42min,http://protect.megaupload-torrent.com/index.php?id=2759
Ca reste entre nous,6 mai 1998,Comédie,French,1h26min,http://protect.megaupload-torrent.com/index.php?id=3953
Ca ira mieux demain,15 novembre 2000,Comédie,French,1h29min,http://protect.megaupload-torrent.com/index.php?id=5923
Ca commence par la fin,26 mai 2010,Romance,French,1h28min,http://protect.megaupload-torrent.com/index.php?id=3829
C'était à Rome (When in Rome),,Comédie,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=3457
"C'est pas moi, c'est lui",23 janvier 1980,Comédie,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=619
"C'est pas moi, c'est lui",23 janvier 1980,Comédie,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=1633
C'est pas moi je le jure,2008,Comédie,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=7652
C'est le bouquet !,11 décembre 2002,Comédie,French,1h39min,http://protect.megaupload-torrent.com/index.php?id=1904
C'est la Vie,7 novembre 2001,Comédie,French,1h53min,http://protect.megaupload-torrent.com/index.php?id=1508
C'est la fête au harem (Harum Scarum),1965,Musical,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=752
C'est la faute à Rio (Blame it on Rio),5 septembre 1984,Comédie,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=303
C'est dur pour tout le monde,29 juillet 2009,Comédie,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=304
C'est dur d'être aimé par des cons,17 septembre 2008,Documentaire,French,1h48min,http://protect.megaupload-torrent.com/index.php?id=7651
C'est arrivé près de chez vous,4 novembre 1992,Comédie,French,1h15min,http://protect.megaupload-torrent.com/index.php?id=2609
C.R.A.Z.Y. (Crazy),3 mai 2006,Drame,VF/Q,2h09min,http://protect.megaupload-torrent.com/index.php?id=6753
Bye Bye Love (Down With Love),10 septembre 2003,Comédie,French,1h42min,http://protect.megaupload-torrent.com/index.php?id=3339
Bye Bye Blondie,21 mars 2012,Drame,French,1h37min,http://protect.megaupload-torrent.com/index.php?id=9251
"Buzz l’Eclair, le film : Le Début des Aventures",,Divers,French,1h10min,http://protect.megaupload-torrent.com/index.php?id=3338
Buying the Cow,6 juillet 2005,Comédie,French,1h28min,http://protect.megaupload-torrent.com/index.php?id=10216
Butterfly Lovers (Mo hup leung juk),2008,Divers,VOSubFr,1h40min,http://protect.megaupload-torrent.com/index.php?id=7650
Butterfly Café,2012,Comédie,French,,http://protect.megaupload-torrent.com/index.php?id=9067
Butter,2012,Comédie,French,,http://protect.megaupload-torrent.com/index.php?id=9457
Butcher 2,1 juillet 2011,Epouvante-horreur,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=8895
Butcher – La Légende de Victor Crowley,2006,Epouvante-horreur,French,1h33min,http://protect.megaupload-torrent.com/index.php?id=3337
But I’m a Cheerleader,1999,Comédie,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=3340
Bus Palladium,17 mars 2010,Comédie,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=3137
Burt Munro (The World's Fastest Indian),22 mars 2006,Comédie,French,2h00min,http://protect.megaupload-torrent.com/index.php?id=3330
Burning Mussolini,,Action,French,1h51min,http://protect.megaupload-torrent.com/index.php?id=254
Burn Paris Burn,2009,Animation,French,1h12min,http://protect.megaupload-torrent.com/index.php?id=8220
Burn After Reading,10 décembre 2008,Comédie,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=4356
Burlesque,22 décembre 2010,Musical,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=3944
Buried Alive,1 octobre 2008,Epouvante-horreur,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=842
Buried,3 novembre 2010,Thriller,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=3667
Burger Kill,,Epouvante-horreur,French,1h23min,http://protect.megaupload-torrent.com/index.php?id=3319
Bunny and the Bull,2009,Comédie,French,1h41min,http://protect.megaupload-torrent.com/index.php?id=3937
Bunker paradise,22 mars 2006,Drame,French,1h47min,http://protect.megaupload-torrent.com/index.php?id=6537
Bunker Palace Hotel,1989,Sience fiction,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=708
Bunker,2012,Action,French,1h51min,http://protect.megaupload-torrent.com/index.php?id=9207
Bundy (Bundy : An American Icon),2008,Divers,French,,http://protect.megaupload-torrent.com/index.php?id=7916
Bumrush,2011,Action,French,2h07min,http://protect.megaupload-torrent.com/index.php?id=6292
Bulworth,22 mars 2000,Comédie,French,1h49min,http://protect.megaupload-torrent.com/index.php?id=9771
Bully,12 décembre 2001,Drame,French,1h51min,http://protect.megaupload-torrent.com/index.php?id=3331
Bullitt,01h53min,Policier,French,1h53min,http://protect.megaupload-torrent.com/index.php?id=2833
Bullet,,Policier,French,1h50min,http://protect.megaupload-torrent.com/index.php?id=3329
Bug,21 février 2007,Drame,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=3325
"Buffy, tueuse de vampires (Buffy the Vampire Slayer)",,Comédie,French,1h26min,http://protect.megaupload-torrent.com/index.php?id=3328
Buffet froid,19 décembre 1979,Comédie,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=3142
Buffalo soldiers,2001,Comédie,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=5621
Buenos Aires 1977 (Cronica de una fuga),,Thriller,French,1h42min,http://protect.megaupload-torrent.com/index.php?id=319
Bucky Larson: Born to Be a Star,2011,Comédie,French,,http://protect.megaupload-torrent.com/index.php?id=8433
Bubble,10 mai 2006,Thriller,French,1h13min,http://protect.megaupload-torrent.com/index.php?id=3333
Bubba Ho-Tep,15 février 2006,Comédie,French,1h32min,http://protect.megaupload-torrent.com/index.php?id=6391
Brutal,,Epouvante-horreur,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=2444
Brüno,22 juillet 2009,Comédie,French,1h23min,http://protect.megaupload-torrent.com/index.php?id=1922
Bruiser,24 juillet 2002,Thriller,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=3326
Bruce tout-puissant,3 septembre 2003,Comédie,French,1h41min,http://protect.megaupload-torrent.com/index.php?id=1133
Bruce Lee My Brother,22 août 2012,Divers,French,2h9min,http://protect.megaupload-torrent.com/index.php?id=9168
Bruce Lee : Le Dragon immortel,2002,Documentaire,French,45min,http://protect.megaupload-torrent.com/index.php?id=6334
Bruc. La llegenda,22 Novembre 2011,Aventure,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=8142
Brubaker,14 janvier 1981,Comédie,French,2h10min,http://protect.megaupload-torrent.com/index.php?id=5129
Brown Sugar,2002,Comédie,French,,http://protect.megaupload-torrent.com/index.php?id=1387
Brown Bunny,7 avril 2004,Drame,VOSubFr,1h30min,http://protect.megaupload-torrent.com/index.php?id=2169
Brothers in Arms,,Divers,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=3327
Brothers,3 février 2010,Drame,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=638
Brotherhood of blood,2007,Epouvante-horreur,French,,http://protect.megaupload-torrent.com/index.php?id=7302
Brotherhood,2009,Divers,VOSubFr,1h30min,http://protect.megaupload-torrent.com/index.php?id=8219
Brotherhood,2010,Drame,French,1h20min.,http://protect.megaupload-torrent.com/index.php?id=4963
Brother's war,2008,Guerre,French,1h40,http://protect.megaupload-torrent.com/index.php?id=7649
Brooklyn Rules,2007,Thriller,French,1h39min,http://protect.megaupload-torrent.com/index.php?id=7301
Brooklyn Boogie,3 janvier 1996,Comédie,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=9796
Bronx-Barbes,22 novembre 2000,Comédie,French,1h50min,http://protect.megaupload-torrent.com/index.php?id=5916
Bronx à Bel Air (Bringing down the house),6 août 2003,Comédie,French,1h46min,http://protect.megaupload-torrent.com/index.php?id=5798
Bronson,15 juillet 2009,Action,French,1h32min,http://protect.megaupload-torrent.com/index.php?id=291
Bronson,15 juillet 2009,Action,French,1h32min,http://protect.megaupload-torrent.com/index.php?id=105
Bronco Billy,11 septembre 1980,Aventure,French,2h00min,http://protect.megaupload-torrent.com/index.php?id=2835
Bronco Apache (Apache),1954,Action,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=3342
Broken Flowers,7 septembre 2005,Comédie,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=3318
Broken English,16 juillet 2008,Comédie,VOSubFr,1h33min,http://protect.megaupload-torrent.com/index.php?id=5275
Broken City,2013,Drame,French,1h49min,http://protect.megaupload-torrent.com/index.php?id=9874
Broken Arrow,6 mars 1996,Aventure,French,1h48min,http://protect.megaupload-torrent.com/index.php?id=5141
Broken,22 août 2012,Drame,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=9521
Broken,2006,Epouvante-horreur,French,1h50,http://protect.megaupload-torrent.com/index.php?id=7003
Brodeuses,13 octobre 2004,Drame,French,1h28min,http://protect.megaupload-torrent.com/index.php?id=1555
Broceliande,8 janvier 2003,Thriller,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=365
Britannia Hospital,1982,Divers,VOSubFr,1h56min,http://protect.megaupload-torrent.com/index.php?id=8137
Brisée par mon mari (Past Obsessions),2011,Drame,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=9866
Brisants humains (Away All Boats),11 septembre 1956,Guerre,French,1h54min,http://protect.megaupload-torrent.com/index.php?id=4501
Brighton Rock,22 juin 2011,Drame,French,1h51min,http://protect.megaupload-torrent.com/index.php?id=8494
Bright Star,6 janvier 2010,Romance,French,1h59min,http://protect.megaupload-torrent.com/index.php?id=5829
Bridget Jones : l'âge de raison,8 décembre 2004,Comédie,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=5566
Bricolage et remue-ménage (Ladies of the house),2008,Comédie,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=7648
Bricol girls,1999,Divers,French,1h01min,http://protect.megaupload-torrent.com/index.php?id=9772
Brick,16 août 2006,Thriller,French,1h50min,http://protect.megaupload-torrent.com/index.php?id=6536
Brice de Nice,6 avril 2005,Comédie,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=6535
Brendan et le secret de Kells (The Secret of Kells),11 février 2009,Animation,French,1h15min,http://protect.megaupload-torrent.com/index.php?id=7647
Breathing room,2007,Drame,French,1h29min,http://protect.megaupload-torrent.com/index.php?id=7300
Breakout,2006,Divers,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=7002
Breaking Wind,1 juin 2012,Comédie,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=8990
Breaking point,2008,Divers,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=8181
Breaking news (Dai si gein),20 avril 2005,Action,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=6534
Breakfast with Scot,2007,Drame,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=7299
Breakfast On Pluto,1 mars 2006,Drame,French,2h02min,http://protect.megaupload-torrent.com/index.php?id=6744
Breakdow,8 octobre 1997,Epouvante-horreur,French,1h35,http://protect.megaupload-torrent.com/index.php?id=2839
Breakaway,2011,Drame,French,1h53min,http://protect.megaupload-torrent.com/index.php?id=8546
Break Out (A Cavallo della tigre),4 février 1976,Comédie,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=3755
Break out,1992,Drame,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=5322
Bread and Roses,2000,Drame,French,1h52min,http://protect.megaupload-torrent.com/index.php?id=5385
Braveheart,4 octobre 1995,Aventure,French,2h45min,http://protect.megaupload-torrent.com/index.php?id=71
